date,fighter a,fighter b,result
"February 01, 2014",Neil Magny,Gasan Umalatov,win
"January 25, 2014",Benson Henderson,Josh Thomson,win
"January 25, 2014",Stipe Miocic,Gabriel Gonzaga,win
"January 25, 2014",Donald Cerrone,Adriano Martins,win
"January 25, 2014",Jeremy Stephens,Darren Elkins,win
"January 25, 2014",Alex Caceres,Sergio Pettis,win
"January 25, 2014",Eddie Wineland,Yves Jabouin,win
"January 25, 2014",Chico Camus,Yaotzin Meza,nc
"January 25, 2014",Hugo Viana,Ramiro Hernandez,win
"January 25, 2014",Daron Cruickshank,Mike Rio,win
"January 25, 2014",George Sullivan,Mike Rhodes,win
"January 25, 2014",Nikita Krylov,Walt Harris,win
"January 15, 2014",Luke Rockhold,Constantinos Philippou,win
"January 15, 2014",Brad Tavares,Lorenz Larkin,win
"January 15, 2014",TJ Dillashaw,Mike Easton,win
"January 15, 2014",Yoel Romero,Derek Brunson,win
"January 15, 2014",John Moraga,Dustin Ortiz,win
"January 15, 2014",Cole Miller,Sam Sicilia,win
"January 15, 2014",Ramsey Nijem,Justin Edwards,win
"January 15, 2014",Elias Silverio,Isaac Vallie-Flagg,win
"January 15, 2014",Trevor Smith,Brian Houston,win
"January 15, 2014",Louis Smolka,Alptekin Ozkilic,win
"January 15, 2014",Vinc Pichel,Garett Whiteley,win
"January 15, 2014",Beneil Dariush,Charlie Brenneman,win
"January 04, 2014",Tarec Saffiedine,Hyun Gyu Lim,win
"January 04, 2014",Tatsuya Kawajiri,Sean Soriano,win
"January 04, 2014",Kiichi Kunimoto,Luiz Dutra,win
"January 04, 2014",Kyung Ho Kang,Shunichi Shimizu,win
"January 04, 2014",Max Holloway,Will Chope,win
"January 04, 2014",Katsunori Kikuno,Quinn Mulhern,win
"January 04, 2014",Royston Wee,Dave Galera,win
"January 04, 2014",Mairbek Taisumov,Tae Hyun Bang,win
"January 04, 2014",Dustin Kimura,Jon Delos Reyes,win
"January 04, 2014",Russell Doane,Leandro Issa,win
"December 28, 2013",Chris Weidman,Anderson Silva,win
"December 28, 2013",Ronda Rousey,Miesha Tate,win
"December 28, 2013",Travis Browne,Josh Barnett,win
"December 28, 2013",Jim Miller,Fabricio Camoes,win
"December 28, 2013",Dustin Poirier,Diego Brandao,win
"December 28, 2013",Uriah Hall,Chris Leben,win
"December 28, 2013",Michael Johnson,Gleison Tibau,win
"December 28, 2013",Dennis Siver,Manvel Gamburyan,nc
"December 28, 2013",John Howard,Siyar Bahadurzada,win
"December 28, 2013",William Macario,Bobby Voelker,win
"December 28, 2013",Robert Peralta,Estevan Payan,win
"December 14, 2013",Demetrious Johnson,Joseph Benavidez,win
"December 14, 2013",Urijah Faber,Michael McDonald,win
"December 14, 2013",Chad Mendes,Nik Lentz,win
"December 14, 2013",Joe Lauzon,Mac Danzig,win
"December 14, 2013",Ryan LaFlare,Court McGee,win
"December 14, 2013",Edson Barboza,Danny Castillo,win
"December 14, 2013",King Green,Pat Healy,win
"December 14, 2013",Zach Makovsky,Scott Jorgensen,win
"December 14, 2013",Sam Stout,Cody McKenzie,win
"December 14, 2013",Abel Trujillo,Roger Bowling,win
"December 14, 2013",Alptekin Ozkilic,Darren Uyenoyama,win
"December 06, 2013",Mark Hunt,Antonio Silva,draw
"December 06, 2013",Mauricio Rua,James Te Huna,win
"December 06, 2013",Ryan Bader,Anthony Perosh,win
"December 06, 2013",Soa Palelei,Pat Barry,win
"December 06, 2013",Clint Hester,Dylan Andrews,win
"December 06, 2013",Bethe Correia,Julie Kedzie,win
"December 06, 2013",Takeya Mizugaki,Nam Phan,win
"December 06, 2013",Caio Magalhaes,Nick Ring,win
"December 06, 2013",Justin Scoggins,Richie Vaculik,win
"December 06, 2013",Krzysztof Jotko,Bruno Santos,win
"December 06, 2013",Alex Garcia,Ben Wall,win
"November 30, 2013",Nate Diaz,Gray Maynard,win
"November 30, 2013",Julianna Pena,Jessica Rakoczy,win
"November 30, 2013",Chris Holdsworth,Davey Grant,win
"November 30, 2013",Jessamyn Duke,Peggy Morgan,win
"November 30, 2013",Raquel Pennington,Roxanne Modafferi,win
"November 30, 2013",Akira Corassani,Maximo Blanco,win
"November 30, 2013",Tom Niinimaki,Rani Yahya,win
"November 30, 2013",Jared Rosholt,Walt Harris,win
"November 30, 2013",Sean Spencer,Drew Dober,win
"November 30, 2013",Josh Sampo,Ryan Benoit,win
"November 16, 2013",Georges St-Pierre,Johny Hendricks,win
"November 16, 2013",Rashad Evans,Chael Sonnen,win
"November 16, 2013",Robbie Lawler,Rory MacDonald,win
"November 16, 2013",Tyron Woodley,Josh Koscheck,win
"November 16, 2013",Ali Bagautinov,Tim Elliott,win
"November 16, 2013",Donald Cerrone,Evan Dunham,win
"November 16, 2013",Thales Leites,Ed Herman,win
